condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,4,24,2500,15.161438605324639,0.8537268107262077,13.554065922853802
dynamic_constant,4,25,2600,15.091311795512498,0.792792364432876,13.530727575266251
dynamic_constant,4,26,2700,15.075170820305482,0.922421800993468,13.50454076850486
dynamic_constant,4,27,2800,15.124958776726842,0.7216224336758746,13.449137674618944
dynamic_constant,4,28,2900,15.067472741571459,0.7709688886020565,13.449137674618944
dynamic_constant,4,29,3000,14.967475231213452,0.6899858228220171,13.343908891458577
dynamic_constant,4,30,3100,15.13497749950089,0.9210275790810439,13.343908891458577
dynamic_constant,4,31,3200,15.178213387776252,0.8333511108815888,13.343908891458577
dynamic_constant,4,32,3300,15.052625253513238,0.7372478577363065,13.343908891458577
dynamic_constant,4,33,3400,15.12750898613514,0.645686807175917,13.343908891458577
dynamic_constant,4,34,3500,15.035437281841586,0.6802375963120172,13.343908891458577
dynamic_constant,4,35,3600,15.186763910007405,0.6999010857166059,13.219090595827293
dynamic_constant,4,36,3700,15.214377782483124,0.904324147414554,13.013552872566004
dynamic_constant,4,37,3800,15.21772315695462,1.0323534856274148,13.013552872566004
dynamic_constant,4,38,3900,14.999501682517316,0.8616740189554124,13.013552872566004
dynamic_constant,4,39,4000,14.93108779169118,0.7031513188683306,13.013552872566004
dynamic_constant,4,40,4100,14.891451958809277,0.8317983452590872,13.013552872566004
dynamic_constant,4,41,4200,14.851507841898588,0.8458455512910371,13.013552872566004
dynamic_constant,4,42,4300,14.836185776538255,0.8287528315855626,13.013552872566004
dynamic_constant,4,43,4400,14.939277395435324,0.8450227049138193,13.013552872566004
dynamic_constant,4,44,4500,14.800555316383093,0.7507027380666635,13.013552872566004
dynamic_constant,4,45,4600,14.88414606882445,0.9102886520861543,13.013552872566004
dynamic_constant,4,46,4700,14.754135711704137,0.8297312371570136,13.013552872566004
dynamic_constant,4,47,4800,14.74200121926293,0.838167892691937,13.0
dynamic_constant,4,48,4900,14.630352642496744,0.7106888648830413,12.98309518948453
dynamic_constant,4,49,5000,14.711451557395863,0.9142177071337536,12.589897948556635
dynamic_constant,4,50,5100,14.794283314754955,0.746439931230247,12.589897948556635
dynamic_constant,5,0,100,20.749639518491986,1.02155017131288,18.491153452528778
dynamic_constant,5,1,200,20.54296914214085,3.1567995520568575,15.690890230020663
dynamic_constant,5,2,300,18.335843190143056,2.176403496758646,14.41547594742265
